primaryName,knownForTitles,averageRating
Emilio Estevez,"The Breakfast Club, Bobby, ",6.384615385
Rupert Everett,"Cemetery Man, My Best Friend's Wedding, An Ideal Husband, ",6.3
Morgan Fairchild,"Friends, Falcon Crest, The Seduction, ",4.8
Peter Falk,,6.566666667
Chris Farley,"Beverly Hills Ninja, Coneheads, Tommy Boy, Black Sheep, ",6.985714286
Terry Farrell,"Star Trek: Deep Space Nine, Hellraiser III: Hell on Earth, Back to School, Becker, ",5.5
Farrah Fawcett,"Logan's Run, Saturn 3, The Cannonball Run, Charlie's Angels, ",6.233333333
Corey Feldman,"Gremlins, The Goonies, The Lost Boys, Stand by Me, ",7.2
Sally Field,"Lincoln, Forrest Gump, Steel Magnolias, Smokey and the Bandit, ",6.7
Linda Fiorentino,"Dogma, After Hours, Men in Black, The Last Seduction, ",6.857142857
Laurence Fishburne,"The Matrix Reloaded, The Matrix, Mystic River, ",6.65
Carrie Fisher,"Star Wars: Episode VI - Return of the Jedi, Star Wars: Episode IV - A New Hope, Star Wars: Episode V - The Empire Strikes Back, ",8.134482759
Bridget Fonda,"Jackie Brown, Single White Female, Lake Placid, A Simple Plan, ",6.76
Jane Fonda,"Monster-in-Law, Barbarella, Klute, ",6.957142857
Vivica A. Fox,"Independence Day, Batman & Robin, Kill Bill: Vol. 1, ",6.2
Jonathan Frakes,"Star Trek: Insurrection, Star Trek Generations, Star Trek: Nemesis, Star Trek: First Contact, ",7.00952381
Brendan Fraser,"The Mummy: Tomb of the Dragon Emperor, The Mummy, Crash, The Mummy Returns, ",6.783333333
Edward Furlong,"A Home of Our Own, Detroit Rock City, American History X, Terminator 2: Judgment Day, ",7.283333333
Andy Garcia,"Ocean's Twelve, The Godfather: Part III, Ocean's Eleven, The Lost City, ",6.708333333
Janeane Garofalo,"Romy and Michele's High School Reunion, Mystery Men, Wet Hot American Summer, Ratatouille, ",6.4
Teri Garr,"After Hours, Young Frankenstein, Close Encounters of the Third Kind, Tootsie, ",6.776923077
Jami Gertz,"Still Standing, The Lost Boys, Twister, Sixteen Candles, ",5.933333333
Terry Gilliam,"Monty Python and the Holy Grail, Brazil, Time Bandits, ",8.15
Crispin Glover,"River's Edge, Willard, Back to the Future, ",6.8
Danny Glover,"Lethal Weapon 4, Lethal Weapon 3, Lethal Weapon, ",6.711111111
Valeria Golino,"Escape from L.A., Hot Shots!, Hot Shots! Part Deux, Rain Man, ",6.575
Cuba Gooding Jr.,"Radio, Boyz n the Hood, Men of Honor, Jerry Maguire, ",7.177777778
John Goodman,,6.478947368
Hugh Grant,"Four Weddings and a Funeral, Love Actually, Notting Hill, About a Boy, ",6.233333333
Jennifer Grey,"Dirty Dancing, Ferris Bueller's Day Off, Red Dawn, ",6.75
Pam Grier,"Escape from L.A., Above the Law, Jackie Brown, Coffy, ",6.457142857
Melanie Griffith,"Working Girl, Body Double, Something Wild, Lolita, ",6.3
Steve Guttenberg,"Short Circuit, Police Academy, Cocoon, 3 Men and a Baby, ",5.62
Gene Hackman,"The Royal Tenenbaums, The French Connection, The Poseidon Adventure, Unforgiven, ",6.726086957
Corey Haim,"Lucas, License to Drive, The Lost Boys, ",6.725
Mark Hamill,"Star Wars: Episode V - The Empire Strikes Back, Star Wars: Episode VI - Return of the Jedi, Star Wars: Episode IV - A New Hope, ",8.118518519
Daryl Hannah,"Kill Bill: Vol. 1, Kill Bill: Vol. 2, Splash, Wall Street, ",5.95
Woody Harrelson,"The People vs. Larry Flynt, Natural Born Killers, ",6.7875
Ed Harris,"Lost in Space, ",7.1125
Noah Hathaway,"Troll, Battlestar Galactica, Battlestar Galactica, The NeverEnding Story, ",5.95
Rutger Hauer,"Sin City, Batman Begins, Blade Runner, ",6.64
Goldie Hawn,"Everyone Says I Love You, The First Wives Club, Overboard, Death Becomes Her, ",6.7125
Glenne Headly,"Dick Tracy, Mr. Holland's Opus, Dirty Rotten Scoundrels, ",7.35
Dan Hedaya,"The Usual Suspects, Mulholland Dr., Clueless, Blood Simple, ",6.45
Mariel Hemingway,"The Contender, Manhattan, Superman IV: The Quest for Peace, The Sex Monster, ",6.07
Marilu Henner,"Johnny Dangerously, Taxi, Noises Off..., L.A. Story, ",5.2
Lance Henriksen,"Near Dark, Aliens, Hard Target, The Terminator, ",5.6
Natasha Henstridge,"Species, Species II, The Whole Nine Yards, Ghosts of Mars, ",5.071428571
Gaby Hoffmann,"Films That Suck, ",7
Lauren Holly,"Dumb and Dumber, What Women Want, Picket Fences, Dragon: The Bruce Lee Story, ",6.7375
Ian Holm,"The Lord of the Rings: The Return of the King, The Lord of the Rings: The Fellowship of the Ring, Ratatouille, The Sweet Hereafter, ",6.875
Dennis Hopper,"Blue Velvet, Waterworld, Speed, Easy Rider, ",6.226315789
Holly Hunter,"The Piano, Broadcast News, Thirteen, ",6.814285714
John Hurt,"1984, The Elephant Man, Alien, ",6.92
William Hurt,"Altered States, A History of Violence, Broadcast News, Lost in Space, ",6.807692308
Timothy Hutton,"The Good Shepherd, Ordinary People, Beautiful Girls, ",6.133333333
Jeremy Irons,"The Lion King, Dead Ringers, ",7.733333333
Michael Ironside,"Starship Troopers, Scanners, Top Gun, Total Recall, ",5.1
Kate Jackson,"York State Folks, ",6
Famke Janssen,"X-Men: The Last Stand, GoldenEye, X-Men, House on Haunted Hill, ",6.971428571
Don Johnson,"Lone Hero, Speaking of Sex, The Edge, ",6.125
Lynn-Holly Johnson,"For Your Eyes Only, Ice Castles, Where the Boys Are, The Watcher in the Woods, ",6.466666667
James Earl Jones,"Coming to America, The Hunt for Red October, Star Wars: Episode VI - Return of the Jedi, ",7.108333333
Jeffrey Jones,"A Wedding, ",6.15
Raul Julia,"Kiss of the Spider Woman, The Addams Family, Addams Family Values, Street Fighter, ",6.6
Boris Karloff,"How the Grinch Stole Christmas!, Black Friday, Bride of Frankenstein, The Black Cat, ",7.25
Diane Keaton,"The Family Stone, Something's Gotta Give, Annie Hall, Manhattan, ",7.674074074
Michael Keaton,"Beetlejuice, ",6.529411765
Patsy Kensit,"Lethal Weapon 2, Hanover Street, Emmerdale, Absolute Beginners, ",7.2
Sally Kirkland,,6.4
Mia Kirshner,"The Black Dahlia, The L Word, ",5.7
Tawny Kitaen,"Bachelor Party, Santa Barbara, The Perils of Gwendoline in the Land of the Yik Yak, Hercules: The Legendary Journeys, ",5.75
Elias Koteas,"The Thin Red Line, Crash, The Prophecy, Shooter, ",5.975
Alice Krige,"Star Trek: First Contact, Sleepwalkers, Silent Hill, ",5.933333333
Sylvia Kristel,"The Nude Bomb, The Fifth Musketeer, Emmanuelle, The Concorde... Airport '79, ",5.2
Christopher Lambert,"Mortal Kombat, Highlander, Beowulf, Subway, ",5.333333333
Heather Langenkamp,"Wes Craven's New Nightmare, A Nightmare on Elm Street, A Nightmare on Elm Street 3: Dream Warriors, Just the Ten of Us, ",6.372727273
Brandon Lee,,6.44
Christopher Lee,,6.216666667
Spike Lee,"She's Gotta Have It, Malcolm X, Do the Right Thing, ",6.685714286
John Leguizamo,"Romeo + Juliet, The Pest, Moulin Rouge!, Spawn, ",5.99
Jennifer Jason Leigh,"Single White Female, Dolores Claiborne, ",6.65
Jack Lemmon,"Some Like It Hot, Grumpy Old Men, Glengarry Glen Ross, The Apartment, ",7.348387097
Robert Sean Leonard,"The Age of Innocence, House, Swing Kids, Dead Poets Society, ",7.45
T̩a Leoni,"The Family Man, Spanglish, Deep Impact, Jurassic Park III, ",6.366666667
Juliette Lewis,"Natural Born Killers, From Dusk Till Dawn, Cape Fear, ",7.35
Jennifer Lien,"American History X, Star Trek: Voyager, Phenom, Men in Black: The Series, ",8.5
Matthew Lillard,"Scooby-Doo, Scream, Scooby-Doo 2: Monsters Unleashed, ",6.1
Ray Liotta,"Narc, Goodfellas, Revolver, Grand Theft Auto: Vice City, ",7.46
Christopher Lloyd,"Doom, ",6.985714286
Amy Locane,"Melrose Place, Secretary, School Ties, Cry-Baby, ",6.1
Nia Long,"Third Watch, Big Momma's House, The Best Man, ",7.3
Julia Louis-Dreyfus,"Seinfeld, The New Adventures of Old Christine, ",7.32
Rob Lowe,,6.422222222
Carey Lowell,"Leaving Las Vegas, Law & Order, Licence to Kill, Sleepless in Seattle, ",5.7
Bela Lugosi,"Island of Lost Souls, Dracula, Glen or Glenda, The Black Cat, ",7.7
Andie MacDowell,"Groundhog Day, Sex, Lies, and Videotape, Four Weddings and a Funeral, Hudson Hawk, ",6.44
Shirley MacLaine,"Steel Magnolias, The Trouble with Harry, The Apartment, Terms of Endearment, ",7.064285714
Elle Macpherson,"If Lucy Fell, Sirens, The Edge, Batman & Robin, ",6.9
William H. Macy,"Fargo, Magnolia, Boogie Nights, ",7.4
Michael Madsen,"Species, Reservoir Dogs, Kill Bill: Vol. 1, ",6.118181818
Virginia Madsen,"Candyman, Dune, Sideways, The Haunting in Connecticut, ",5.415384615
John Malkovich,"Being John Malkovich, In the Line of Fire, Dangerous Liaisons, ",7.116666667
Sophie Marceau,"The World Is Not Enough, Braveheart, The Party, ",6.525
Julianna Margulies,"Ghost Ship, Snakes on a Plane, ER, ",6.5
Mary Stuart Masterson,"The Stepford Wives, Some Kind of Wonderful, Fried Green Tomatoes, Benny & Joon, ",6.7
Samantha Mathis,"Broken Arrow, Super Mario Bros., American Psycho, Little Women, ",4.666666667
Walter Matthau,"Charley Varrick, Charade, The Fortune Cookie, The Odd Couple, ",7.072727273
Debi Mazar,"The Insider, Empire Records, Entourage, ",5.8
Andrew McCarthy,"Higher Mathematics Made Fun, Revolver, ",6.275
Frances McDormand,"Fargo, Almost Famous, ",7.525
Malcolm McDowell,"Star Trek Generations, A Clockwork Orange, Time After Time, Halloween, ",6.5125
Kelly McGillis,"Top Gun, Made in Heaven, Witness, The Accused, ",6.9
Rose McGowan,"Charmed, Grindhouse, Scream, ",5.533333333
Steve McQueen,"A Boy and His Dog, ",7.6
Colm Meaney,"Con Air, Under Siege, Star Trek: Deep Space Nine, Layer Cake, ",6.9
Dina Meyer,"Starship Troopers, Johnny Mnemonic, Saw, Star Trek: Nemesis, ",6.65
Bette Midler,"Beaches, The Rose, Hocus Pocus, The First Wives Club, ",6.583333333
Penelope Ann Miller,"The Shadow, The Freshman, Carlito's Way, ",6.025
Helen Mirren,"Gosford Park, Hitchcock, The Queen, ",6.511111111
Matthew Modine,"Short Cuts, Full Metal Jacket, ",6.9
Alfred Molina,"Magnolia, Frida, Chocolat, Spider-Man 2, ",6.566666667
Roger Moore,"Get Rich or Die Tryin', Whatever It Takes, ",6.466666667
Dermot Mulroney,"Young Guns, The Wedding Date, My Best Friend's Wedding, ",6.7
Eddie Murphy,"Coming to America, The Nutty Professor, Dreamgirls, Shrek, ",6.280769231
Liam Neeson,"Schindler's List, Kinsey, The A-Team, ",6.278571429
Sam Neill,"The Piano, Jurassic Park III, Jurassic Park, ",6.7375
Judd Nelson,"New Jack City, The Breakfast Club, St. Elmo's Fire, The Transformers: The Movie, ",5.633333333
Olivia Newton-John,"Grease, Face/Off, Two of a Kind, Xanadu, ",5.2
Brigitte Nielsen,"Red Sonja, Beverly Hills Cop II, ",5.45
Leslie Nielsen,,6.99
Leonard Nimoy,"Star Trek VI: The Undiscovered Country, Star Trek IV: The Voyage Home, Star Trek, ",7.034782609
Nick Nolte,"Affliction, The Prince of Tides, 48 Hrs., ",6.572222222
Jeremy Northam,"Gosford Park, Emma, Cypher, The Net, ",5.9
Chris O'Donnell,"Batman & Robin, Vertical Limit, The Three Musketeers, Scent of a Woman, ",5.422222222
Peter O'Toole,"Saving Private Ryan, Becoming Jane, Reign of Fire, Michael Collins, ",5.672727273
Lena Olin,"The Unbearable Lightness of Being, Alias, Chocolat, Romeo Is Bleeding, ",6.7
Julia Ormond,"The Curious Case of Benjamin Button, Legends of the Fall, Sabrina, ",6.7
Frank Oz,"Star Wars: Episode V - The Empire Strikes Back, The Muppet Movie, Star Wars: Episode II - Attack of the Clones, The Muppet Show, ",7.2
Gwyneth Paltrow,"Sliding Doors, Emma, Shakespeare in Love, ",6.666666667
Mary-Louise Parker,"Weeds, Angels in America, R.I.P.D., ",6.966666667
Sarah Jessica Parker,"Sex and the City, Sex and the City, The Family Stone, ",6.48
Dolly Parton,"Dolly, 9 to 5, Dolly, The Porter Wagoner Show, ",3.8
Jason Patric,"Speed 2: Cruise Control, The Losers, The Lost Boys, Sleepers, ",5.666666667
Alexandra Paul,"Christine, Dragnet, Spy Hard, ",6.6
Sean Penn,"Milk, Dead Man Walking, 21 Grams, Mystic River, ",7.166666667
George Peppard,"The Carpetbaggers, How the West Was Won, The Blue Max, Breakfast at Tiffany's, ",6.166666667
Anthony Perkins,"Psycho II, Psycho, Psycho III, Friendly Persuasion, ",6.778571429
Ron Perlman,"Hellboy II: The Golden Army, Beauty and the Beast, Hellboy, ",6.825
Luke Perry,"8 Seconds, Beverly Hills, 90210, The Fifth Element, Buffy the Vampire Slayer, ",4.9
Joe Pesci,"Raging Bull, Goodfellas, My Cousin Vinny, Casino, ",7.483333333
Amanda Peterson,"A Year in the Life, Explorers, Can't Buy Me Love, Annie, ",5.675
Jada Pinkett Smith,"The Matrix Revolutions, The Matrix Reloaded, Madagascar, Collateral, ",5.944444444
Donald Pleasence,"Halloween II, Halloween, Halloween 6: The Curse of Michael Myers, The Great Escape, ",6.220689655
Martha Plimpton,"The Goonies, Beautiful Girls, The Mosquito Coast, Parenthood, ",6.18
Pete Postlethwaite,"The Lost World: Jurassic Park, The Town, The Usual Suspects, ",6.775
Kelly Preston,"Jerry Maguire, The Cat in the Hat, What a Girl Wants, Battlefield Earth, ",6.214285714
Jason Priestley,"Beverly Hills, 90210, ",5.1
Jonathan Pryce,"Glengarry Glen Ross, Brazil, Tomorrow Never Dies, ",6.016666667
Bill Pullman,"Independence Day, Lost Highway, Spaceballs, ",6.722222222
Dennis Quaid,"The Day After Tomorrow, Innerspace, Far from Heaven, Frequency, ",6.236111111
Kathleen Quinlan,"The Hills Have Eyes, A Civil Action, Apollo 13, Breakdown, ",6.3
Harold Ramis,"Knocked Up, Groundhog Day, Ghostbusters, Stripes, ",7.090909091
Robert Redford,"The Natural, All the President's Men, Butch Cassidy and the Sundance Kid, Ordinary People, ",7.094736842
John C. Reilly,"Walk Hard: The Dewey Cox Story, Chicago, ",6.46
Brad Renfro,"The Client, Sleepers, Apt Pupil, The Cure, ",6.7
Jean Reno,"The Hunted Men, The Oklahoma Sheriff, Maid to Order, Don't Leave Home, ",7.466666667
Paul Reubens,"Pee-wee's Big Adventure, Big Top Pee-wee, Christmas at Pee Wee's Playhouse, Pee-wee's Playhouse, ",6.125
Burt Reynolds,"For Queen & Country, Air America, On a Clear Day, ",6.071428571
Ving Rhames,"Mission: Impossible II, Bringing Out the Dead, Pulp Fiction, ",6.166666667
Giovanni Ribisi,"Saving Private Ryan, Avatar, Sky Captain and the World of Tomorrow, Boiler Room, ",5.55
Ariana Richards,"The Lost World: Jurassic Park, Spaced Invaders, Tremors, Jurassic Park, ",5.3
Denise Richards,"Love Actually, Wild Things, The World Is Not Enough, Starship Troopers, ",6.78
Joely Richardson,"The Patriot, Event Horizon, Nip/Tuck, ",6.266666667
Alan Rickman,"Robin Hood: Prince of Thieves, Die Hard, Galaxy Quest, ",8.2
John Ritter,"Problem Child, Sling Blade, Three's Company, Bad Santa, ",6.55
Eric Roberts,"The Mikado, Gloriana, ",5.788888889
Tanya Roberts,"A View to a Kill, The Beastmaster, That '70s Show, Sheena: Queen of the Jungle, ",5.833333333
Isabella Rossellini,"Death Becomes Her, Fearless, Blue Velvet, ",6.4
Tim Roth,"Planet of the Apes, Rob Roy, Pulp Fiction, ",6.9
Mickey Rourke,"Sin City, Angel Heart, ",6.381818182
Kurt Russell,"Tango & Cash, Escape from L.A., Executive Decision, ",6.816666667
Theresa Russell,"Bad Timing, Wild Things, Physical Evidence, Spider-Man 3, ",5.833333333
Rene Russo,"Ransom, The Thomas Crown Affair, Lethal Weapon 4, ",6.6875
Laura San Giacomo,"Sex, Lies, and Videotape, Quigley Down Under, Just Shoot Me!, Pretty Woman, ",7
Fred Savage,"Austin Powers in Goldmember, The Wonder Years, The Princess Bride, The Boy Who Could Fly, ",6.233333333
Greta Scacchi,"The Player, Emma, Flightplan, Looking for Alibrandi, ",6.62
Liev Schreiber,"Everything Is Illuminated, The Manchurian Candidate, X-Men Origins: Wolverine, ",5.5
Tom Selleck,"In & Out, Magnum, P.I., 3 Men and a Baby, ",6.0875
Peter Sellers,"Being There, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Return of the Pink Panther, The Pink Panther Strikes Again, ",7.38
Tupac Shakur,"Poetic Justice, Above the Rim, Juice, Gang Related, ",6.525
William Shatner,"Star Trek V: The Final Frontier, Star Trek II: The Wrath of Khan, Star Trek IV: The Voyage Home, Star Trek III: The Search for Spock, ",6.9
Ally Sheedy,"High Art, WarGames, The Breakfast Club, Short Circuit, ",6.611111111
Martin Sheen,"The West Wing, Badlands, The Departed, Apocalypse Now, ",7.37
Gary Sinise,"Ransom, Forrest Gump, Apollo 13, Of Mice and Men, ",7.557142857
Tom Skerritt,"Top Gun, Alien, MASH, Contact, ",6.076923077
Helen Slater,"Supergirl, The Legend of Billie Jean, The Secret of My Success, City Slickers, ",6.24
Wesley Snipes,"White Men Can't Jump, Demolition Man, Blade, New Jack City, ",6.421052632
Talisa Soto,"Mortal Kombat: Annihilation, Mortal Kombat, Licence to Kill, Spy Hard, ",5.15
Sissy Spacek,"In the Bedroom, Carrie, Coal Miner's Daughter, ",7.128571429
James Spader,"Boston Legal, Sex, Lies, and Videotape, ",6.111111111
Brent Spiner,"Star Trek: Nemesis, Independence Day, Star Trek: First Contact, ",7.105882353
Eric Stoltz,"Mask, The Butterfly Effect, Some Kind of Wonderful, Pulp Fiction, ",6.01875
Madeleine Stowe,"12 Monkeys, Short Cuts, The General's Daughter, The Last of the Mohicans, ",6.583333333
David Strathairn,"L.A. Confidential, Good Night, and Good Luck., Godzilla, Lincoln, ",6.4
Meryl Streep,"Doubt, The Devil Wears Prada, Out of Africa, ",7.04
Barbra Streisand,"Funny Girl, The Mirror Has Two Faces, Yentl, The Way We Were, ",6.45
Tami Stronach,"The NeverEnding Story, ",7.4
Donald Sutherland,"Adventure in Blackmail, ",6.223529412
Kiefer Sutherland,"Young Guns, Phone Booth, 24, Mirrors, ",6.65
Patrick Swayze,"Road House, Ghost, Point Break, Dirty Dancing, ",6.283333333
D.B. Sweeney,"The Cutting Edge, ",6.575
Lili Taylor,"I Shot Andy Warhol, ",7.3
David Thewlis,"Naked, Wonder Woman, The Omen, ",5.8
Emma Thompson,"Love Actually, The Remains of the Day, Sense and Sensibility, ",6.725
Fred Dalton Thompson,"The Hunt for Red October, Law & Order, No Way Out, ",5.5
Lea Thompson,"Back to the Future, Back to the Future Part II, Some Kind of Wonderful, Howard the Duck, ",6.32
Billy Bob Thornton,"The Man Who Wasn't There, Sling Blade, A Simple Plan, Armageddon, ",6.916666667
Meg Tilly,"Agnes of God, Psycho II, The Big Chill, ",6.2
Marisa Tomei,"What Women Want, In the Bedroom, My Cousin Vinny, ",6.8
Tamlyn Tomita,"Tekken, The Eye, The Day After Tomorrow, The Karate Kid Part II, ",7.7
Jeanne Tripplehorn,"The Firm, Mickey Blue Eyes, Basic Instinct, Waterworld, ",6.56
Chris Tucker,"Paper-Thin Immortals, While Supplies Last, ",7.15
Robin Tunney,"The Craft, Empire Records, Vertical Limit, Hollywoodland, ",6.7
Kathleen Turner,"Romancing the Stone, The War of the Roses, Body Heat, Peggy Sue Got Married, ",5.9375
Deborah Kara Unger,"One Point O, Thirteen, The Game, ",5.625
Casper Van Dien,"Alita: Battle Angel, Tarzan and the Lost City, Sleepy Hollow, Starship Troopers, ",7.2
Vince Vaughn,"Wedding Crashers, The Break-Up, ",6.625
Gore Vidal,"Suspense, Gattaca, With Honors, Caligula, ",7.8
Jon Voight,"Transformers, Deliverance, Midnight Cowboy, Anaconda, ",6.807692308
Christopher Walken,"Hairspray, Catch Me If You Can, The Deer Hunter, ",6.761538462
J.T. Walsh,"Good Morning, Vietnam, A Few Good Men, Sling Blade, Breakdown, ",6.1875
Sela Ward,"The Fugitive, The Stepfather, ",6.3
Julie Warner,"Stick It, Tommy Boy, Doc Hollywood, Flatliners, ",5.65
Lesley Ann Warren,"Victor Victoria, Clue, Cinderella, ",6.4
Peter Weller,"Naked Lunch, RoboCop, The Adventures of Buckaroo Banzai Across the 8th Dimension, RoboCop 2, ",6.425
Joanne Whalley,"Willow, The Man Who Knew Too Little, Navy Seals, Edge of Darkness, ",6.342857143
Wil Wheaton,"Stand by Me, Star Trek: The Next Generation, The Secret of NIMH, Toy Soldiers, ",7.6
